id,causality_assessment_level_id,user_id,approved,proposed_causality_level,reason
aac504ac-89c8-4522-98f5-558aa5f3345c,51c584f6-0d0e-43f0-9c49-4598978aa5cb,345a5264-c00e-400d-9247-e1a1dc346aeb,True,,
567d6643-d247-4865-9a45-417c78ae8fe1,51c584f6-0d0e-43f0-9c49-4598978aa5cb,87146ff2-3730-4a23-b274-bde296bcb9d3,True,,
d668e124-386b-478a-aa4c-3cedac9c7f86,51c584f6-0d0e-43f0-9c49-4598978aa5cb,4c9438ea-e49c-4f55-b9ad-eb72de4b62b7,False,certain,Needs expert second opinion.
bc02c60e-d831-46c1-a430-540d6492f218,51c584f6-0d0e-43f0-9c49-4598978aa5cb,fd3333f7-0f26-4249-aefe-7342a0b7d5b9,False,likely,Missing key symptom analysis.
23f72267-e7c9-4376-94db-68f1e675e068,51c584f6-0d0e-43f0-9c49-4598978aa5cb,5295210d-c83d-491d-a9f4-7cbda5b0249d,True,,
18dc3a3c-f588-477d-81a0-d863ef9e28ec,51c584f6-0d0e-43f0-9c49-4598978aa5cb,27efeab9-bbd2-489f-82ec-048f10ad8c03,False,unlikely,Reviewed and agreed.
d746813b-1212-49ca-b4bf-cfb8f88a97d4,51c584f6-0d0e-43f0-9c49-4598978aa5cb,abf296e0-0b7e-47fb-937a-3e2a05e7a27b,True,,
ce85ab6a-6dd0-4eb8-aae8-aae482a396b8,51c584f6-0d0e-43f0-9c49-4598978aa5cb,3756bed1-aef0-4a9a-b422-8aedcfb61675,False,certain,Needs expert second opinion.
faa3c606-8c46-4859-ae32-0534f447a29f,51c584f6-0d0e-43f0-9c49-4598978aa5cb,6a946e13-4317-41d8-86fe-a4f9906dcf84,False,unclassifiable,Missing key symptom analysis.
dc2b6820-f228-4a8e-9b0d-05c7789cabd2,51c584f6-0d0e-43f0-9c49-4598978aa5cb,eee2a028-7fff-4082-9dfc-77442f6e3ea7,True,,
257faa72-beb1-422e-93bf-e35173191026,51c584f6-0d0e-43f0-9c49-4598978aa5cb,498a3e20-031a-4141-8a54-3d169a7387ee,False,unclassifiable,Missing key symptom analysis.
c3d69b81-0e87-4888-a877-4d4237fbeff6,51c584f6-0d0e-43f0-9c49-4598978aa5cb,618fd6c1-f540-43ac-8c1d-a0a4f97da5cb,False,likely,
e0cb3664-499a-4331-8ca2-feb184879102,51c584f6-0d0e-43f0-9c49-4598978aa5cb,47ee406e-8976-4b89-aef4-41fc55ba45a4,True,,
91c9ff65-0981-4723-84d1-a9b541bbef2e,51c584f6-0d0e-43f0-9c49-4598978aa5cb,3522234b-03f3-477a-a2e2-73f3eda7cf68,True,,
5f85c12c-24b5-4ec2-bea3-5deb5e1499e4,51c584f6-0d0e-43f0-9c49-4598978aa5cb,b9951ee1-fa33-4da2-a628-579bf091cc2c,True,,
9eb83939-24de-482b-be0f-9c6c43c70a6d,51c584f6-0d0e-43f0-9c49-4598978aa5cb,1f2bdbb7-f2bb-4a38-a5f0-e7edd9b786b1,True,,
2c2155ef-15c6-43cb-bd67-ffe366d2b032,51c584f6-0d0e-43f0-9c49-4598978aa5cb,f0b69dcd-b5e2-4226-b894-a8956d0a68b5,True,,
e646e64a-5a66-489c-aff5-d4b23df4c955,e9921032-fd8e-47d5-98c9-0525c80814f0,3522234b-03f3-477a-a2e2-73f3eda7cf68,True,,
74e200a7-bf94-4099-9669-4586585a3927,e9921032-fd8e-47d5-98c9-0525c80814f0,b8ab476d-c082-4fbd-a430-e6e05fcc6be7,True,,
ef5c88bd-f04a-4a2e-8e2b-c98edbb36e1b,e9921032-fd8e-47d5-98c9-0525c80814f0,53138b97-dbe7-4b15-886b-9c41e414661d,True,,
fa7bc404-2013-4659-baa1-fdd50adc75f2,e9921032-fd8e-47d5-98c9-0525c80814f0,fd3333f7-0f26-4249-aefe-7342a0b7d5b9,True,,
75d62971-16f8-4f70-8a3d-aa2641f76eb4,e9921032-fd8e-47d5-98c9-0525c80814f0,27efeab9-bbd2-489f-82ec-048f10ad8c03,False,possible,Reviewed and agreed.
61f55af0-1b8c-4cbd-9a13-78e76aca515d,e9921032-fd8e-47d5-98c9-0525c80814f0,f686e1a1-723c-429b-bb47-f73b16ff83b6,False,unclassifiable,Reviewed and agreed.
0717a2a3-4c29-4f42-8e49-381a6f2d2f1a,e9921032-fd8e-47d5-98c9-0525c80814f0,618fd6c1-f540-43ac-8c1d-a0a4f97da5cb,True,,
54a6e066-974b-46ea-b13c-bb932ea56f0d,e9921032-fd8e-47d5-98c9-0525c80814f0,498a3e20-031a-4141-8a54-3d169a7387ee,False,unclassified,Reviewed and agreed.
2a2abf95-814a-4510-92ff-b6f98480da3a,e9921032-fd8e-47d5-98c9-0525c80814f0,d1340087-115c-4223-88da-99e890496d0a,False,certain,Reviewed and agreed.
ea89acf5-7ad1-455e-9357-ab2bcb1aa4cb,e9921032-fd8e-47d5-98c9-0525c80814f0,abf296e0-0b7e-47fb-937a-3e2a05e7a27b,True,,
9ac26427-3f79-46c4-a81e-95972086079a,e9921032-fd8e-47d5-98c9-0525c80814f0,1f2bdbb7-f2bb-4a38-a5f0-e7edd9b786b1,True,,
e2cb045c-9e31-4ad2-8554-4acc123ad95d,e9921032-fd8e-47d5-98c9-0525c80814f0,a38a16c3-7a7d-4021-aced-39f74c2204ce,True,,
a2c09cb7-c46d-40af-bc5a-c8d5032726fc,e9921032-fd8e-47d5-98c9-0525c80814f0,72370d4f-2bbc-47b9-991c-071e6a81dc64,False,unclassified,Sufficient evidence provided.
20fdea29-f628-4b4b-b72e-29f1fa1eb8e0,e9921032-fd8e-47d5-98c9-0525c80814f0,4c9438ea-e49c-4f55-b9ad-eb72de4b62b7,True,,
6e3c3f6e-05ca-45e5-b8b7-7ad66c32eeb6,e9921032-fd8e-47d5-98c9-0525c80814f0,6a946e13-4317-41d8-86fe-a4f9906dcf84,True,,
a666a644-4eec-4933-afc9-962dbdbf0ee2,e9921032-fd8e-47d5-98c9-0525c80814f0,87146ff2-3730-4a23-b274-bde296bcb9d3,False,certain,Sufficient evidence provided.
d965b15b-c585-4ab0-8f7f-f96673838455,e9921032-fd8e-47d5-98c9-0525c80814f0,47ee406e-8976-4b89-aef4-41fc55ba45a4,True,,
b074ea0b-aa8c-435e-9203-f4ead882592d,e9921032-fd8e-47d5-98c9-0525c80814f0,f0b69dcd-b5e2-4226-b894-a8956d0a68b5,False,unclassified,
a543b4fe-9e42-407d-b92a-6391dd62d81e,e9921032-fd8e-47d5-98c9-0525c80814f0,33446ef3-36f8-4466-9c1e-38ca24846e37,True,,
2470e1cd-6183-43e1-b5c3-5f7127bd847d,e9921032-fd8e-47d5-98c9-0525c80814f0,0a608a9a-40cc-406f-ac37-83914df136d5,False,unlikely,Sufficient evidence provided.
22e958a7-05bd-4c12-a9a0-e77fa1508325,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,fd3333f7-0f26-4249-aefe-7342a0b7d5b9,True,,
7974bf81-aec2-45d3-8299-16a0730eff6e,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,b9951ee1-fa33-4da2-a628-579bf091cc2c,True,,
f4766de1-5627-4594-87e7-fa46f77dd35c,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,3e1f3e67-210b-4c06-8db3-7996b60a1a85,True,,
0b3a6a3c-5b79-40b4-ab92-2128e900d495,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,6a946e13-4317-41d8-86fe-a4f9906dcf84,False,likely,
0f32d28f-dda6-40d6-a3db-3afa33ee2a21,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,87146ff2-3730-4a23-b274-bde296bcb9d3,False,possible,
d006fcba-4a9e-458d-b9e2-d234bea52131,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,d1340087-115c-4223-88da-99e890496d0a,False,unclassified,Contradicts known patterns.
5d70ced2-6f2e-42ac-8137-c4c17645b269,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,33446ef3-36f8-4466-9c1e-38ca24846e37,True,,
ea22a2d9-05c3-4f5c-8e43-2daf60c41609,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,498a3e20-031a-4141-8a54-3d169a7387ee,False,certain,Missing key symptom analysis.
38ff6e8e-1731-4a53-939a-685465dfbb93,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,53138b97-dbe7-4b15-886b-9c41e414661d,False,likely,Contradicts known patterns.
4e2d24ab-7469-4fc5-bd89-752f0e085c48,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,1f2bdbb7-f2bb-4a38-a5f0-e7edd9b786b1,True,,
48f0ed8c-be0e-4f75-91b0-8959b6653020,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,f0b69dcd-b5e2-4226-b894-a8956d0a68b5,False,possible,Sufficient evidence provided.
30e69cd2-4a7d-470f-aaf3-5023393ec9c4,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,0a608a9a-40cc-406f-ac37-83914df136d5,True,,
10531df9-03f5-4a51-ab0a-b7b65a6413ba,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,f686e1a1-723c-429b-bb47-f73b16ff83b6,False,unlikely,Sufficient evidence provided.
ee816659-31de-4201-9ede-a97e5d31183e,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,b8ab476d-c082-4fbd-a430-e6e05fcc6be7,True,,
4e6b15e3-c137-4af8-aa36-915ddb4829fc,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,3756bed1-aef0-4a9a-b422-8aedcfb61675,True,,
4e004cc7-a2a7-4020-8b3b-52827d93d242,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,abf296e0-0b7e-47fb-937a-3e2a05e7a27b,True,,
ed1e4def-955e-4bf8-8783-053cad7b4c0d,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,5295210d-c83d-491d-a9f4-7cbda5b0249d,True,,
fefc8856-d122-4731-ac19-fbc91933b9d9,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,27efeab9-bbd2-489f-82ec-048f10ad8c03,False,unclassifiable,Sufficient evidence provided.
99545f10-15bd-483c-8423-894792907294,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,3522234b-03f3-477a-a2e2-73f3eda7cf68,False,unclassified,Sufficient evidence provided.
54d5f0d3-db6a-4a8c-b1ac-4306c25b05ba,ba84ee1a-fdc6-46dc-ac7f-2127e80d8a01,72370d4f-2bbc-47b9-991c-071e6a81dc64,True,,
1035e59b-5549-4e23-a22c-ed85bffd8b5d,874965ad-1877-425f-9a78-c59997248445,53138b97-dbe7-4b15-886b-9c41e414661d,False,possible,
81072b03-3c5b-4112-861b-37d2d20a1030,874965ad-1877-425f-9a78-c59997248445,5295210d-c83d-491d-a9f4-7cbda5b0249d,False,possible,Needs expert second opinion.
803970db-6c7c-4132-be88-46c533579c8a,874965ad-1877-425f-9a78-c59997248445,b8ab476d-c082-4fbd-a430-e6e05fcc6be7,True,,
cebc4b06-35cb-4fc1-816e-3ee910eb930e,874965ad-1877-425f-9a78-c59997248445,498a3e20-031a-4141-8a54-3d169a7387ee,False,unclassified,Reviewed and agreed.
dc7ae0a0-fd5e-411d-8cf9-73e164030549,874965ad-1877-425f-9a78-c59997248445,0a608a9a-40cc-406f-ac37-83914df136d5,True,,
97135eb6-134c-49a9-b0c1-da45b9b45e1b,874965ad-1877-425f-9a78-c59997248445,3e1f3e67-210b-4c06-8db3-7996b60a1a85,False,possible,Needs expert second opinion.
710aa85f-17bb-44a3-8816-fe351abd3d6e,874965ad-1877-425f-9a78-c59997248445,3756bed1-aef0-4a9a-b422-8aedcfb61675,False,unlikely,Missing key symptom analysis.
9a8c0f97-20ac-4bb2-80dd-05018040f3c5,874965ad-1877-425f-9a78-c59997248445,47ee406e-8976-4b89-aef4-41fc55ba45a4,True,,
408f8c60-8615-46af-9614-b9e821f58de9,874965ad-1877-425f-9a78-c59997248445,33446ef3-36f8-4466-9c1e-38ca24846e37,False,unclassified,Missing key symptom analysis.
3b0d8dfb-2aea-43c6-9b7f-108e6b1eb8d2,874965ad-1877-425f-9a78-c59997248445,b9951ee1-fa33-4da2-a628-579bf091cc2c,False,unclassifiable,Missing key symptom analysis.
56f7095c-2427-4172-af12-19db42f260b9,874965ad-1877-425f-9a78-c59997248445,fd3333f7-0f26-4249-aefe-7342a0b7d5b9,False,unclassified,Reviewed and agreed.
67f5b1a0-673f-41aa-b158-bda63d0ee7e1,874965ad-1877-425f-9a78-c59997248445,eee2a028-7fff-4082-9dfc-77442f6e3ea7,False,possible,Needs expert second opinion.
d671ad05-4f2c-46eb-a4e2-20affc1fc319,874965ad-1877-425f-9a78-c59997248445,3522234b-03f3-477a-a2e2-73f3eda7cf68,True,,
18350dfd-f445-4c01-9072-5e8b9b291210,874965ad-1877-425f-9a78-c59997248445,f686e1a1-723c-429b-bb47-f73b16ff83b6,False,unclassifiable,Sufficient evidence provided.
d6db8ce5-d4a0-4793-a342-9ac20ee47fb2,874965ad-1877-425f-9a78-c59997248445,abf296e0-0b7e-47fb-937a-3e2a05e7a27b,False,unclassified,Reviewed and agreed.
6503abef-bba6-4963-a040-b1995b0ca01f,874965ad-1877-425f-9a78-c59997248445,1f2bdbb7-f2bb-4a38-a5f0-e7edd9b786b1,True,,
197f13f8-fd43-4efe-b4c2-b37767f1a19e,874965ad-1877-425f-9a78-c59997248445,f0b69dcd-b5e2-4226-b894-a8956d0a68b5,False,likely,Missing key symptom analysis.
119e21b3-d287-4fe8-bfb7-e8bbdea25dbf,874965ad-1877-425f-9a78-c59997248445,d1340087-115c-4223-88da-99e890496d0a,True,,
a531c00a-c5aa-42f5-90a4-2d573eda59d4,874965ad-1877-425f-9a78-c59997248445,87146ff2-3730-4a23-b274-bde296bcb9d3,True,,
62d84672-eca6-41ec-ad82-7c7d6882341d,874965ad-1877-425f-9a78-c59997248445,618fd6c1-f540-43ac-8c1d-a0a4f97da5cb,False,unlikely,Sufficient evidence provided.
cee1344f-80f3-404b-8bbd-368d320c3a66,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,47ee406e-8976-4b89-aef4-41fc55ba45a4,False,possible,Reviewed and agreed.
dba9067a-6cc9-472c-af24-e7dc1883e07a,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,1f2bdbb7-f2bb-4a38-a5f0-e7edd9b786b1,True,,
dd5061da-d269-4054-816e-c7e9bd393986,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,27efeab9-bbd2-489f-82ec-048f10ad8c03,False,possible,Contradicts known patterns.
92152b4d-8d25-4222-82a9-e53db9a53d9b,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,4c9438ea-e49c-4f55-b9ad-eb72de4b62b7,True,,
11aa715c-d930-45f6-bd21-9b1c3929eaf6,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,f686e1a1-723c-429b-bb47-f73b16ff83b6,True,,
f30b9fb6-dd6b-434d-8902-936e9c2c7ac9,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,3756bed1-aef0-4a9a-b422-8aedcfb61675,True,,
8ddc58aa-169e-4745-b0c2-af50749d94e1,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,498a3e20-031a-4141-8a54-3d169a7387ee,True,,
97e497ca-3062-424a-a312-dcbfdb502f47,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,b8ab476d-c082-4fbd-a430-e6e05fcc6be7,True,,
9ef497ba-74f7-44f7-9431-d613ec8e0c07,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,72370d4f-2bbc-47b9-991c-071e6a81dc64,False,possible,Needs expert second opinion.
9d401f9f-3f0f-4415-9eeb-667bba0e865b,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,0a608a9a-40cc-406f-ac37-83914df136d5,False,unclassified,Contradicts known patterns.
011c1367-a1c5-41a0-83b3-a5d9aa04ecae,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,fd3333f7-0f26-4249-aefe-7342a0b7d5b9,False,likely,Needs expert second opinion.
d03cb4be-bf64-40b2-ae4c-938d15a374d3,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,a38a16c3-7a7d-4021-aced-39f74c2204ce,False,unlikely,Missing key symptom analysis.
8b09123c-0ea6-4876-b720-1b3e87d19577,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,53138b97-dbe7-4b15-886b-9c41e414661d,False,unlikely,Needs expert second opinion.
4829157b-fab2-45c8-be10-7d6779d083b8,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,33446ef3-36f8-4466-9c1e-38ca24846e37,True,,
2fe83504-0b94-45ef-94c8-e2340497f309,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,618fd6c1-f540-43ac-8c1d-a0a4f97da5cb,False,unlikely,Reviewed and agreed.
104f57d7-6b3a-41bb-bea1-9dca24bd1f5d,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,3522234b-03f3-477a-a2e2-73f3eda7cf68,False,possible,Reviewed and agreed.
d4a73bd5-d3d2-4a69-af5f-53f4089b2859,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,3e1f3e67-210b-4c06-8db3-7996b60a1a85,True,,
636c8381-d38f-4906-8065-9c7636eb5b5a,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,b9951ee1-fa33-4da2-a628-579bf091cc2c,False,unclassifiable,
ca9fffb8-0045-4741-afd6-5a5df1d70a8a,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,345a5264-c00e-400d-9247-e1a1dc346aeb,False,unclassifiable,Needs expert second opinion.
05de74e6-5363-43a9-8906-72dda6777036,c56c19e6-baa3-4d28-a9ca-5737766fc0b1,f0b69dcd-b5e2-4226-b894-a8956d0a68b5,True,,
db86987f-1c34-415c-9e00-736958aac4d2,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,345a5264-c00e-400d-9247-e1a1dc346aeb,True,,
c4e26f6e-eb18-4e34-a67b-09be24857dbd,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,47ee406e-8976-4b89-aef4-41fc55ba45a4,True,,
d44e3030-562e-4bbf-875d-6b64805535c8,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,6a946e13-4317-41d8-86fe-a4f9906dcf84,True,,
f6d6f937-3908-4738-8b33-28895832d804,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,3e1f3e67-210b-4c06-8db3-7996b60a1a85,True,,
8db3409b-65e0-45c7-a1b9-24e65bb9f529,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,0a608a9a-40cc-406f-ac37-83914df136d5,False,likely,Missing key symptom analysis.
45331087-40a1-4e18-a1dd-b21f728c36d1,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,5295210d-c83d-491d-a9f4-7cbda5b0249d,True,,
b80a7071-8743-4e56-b205-dd92ee85346a,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,b8ab476d-c082-4fbd-a430-e6e05fcc6be7,True,,
cbeba974-f881-40f4-a35d-138c0a8e8ac6,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,eee2a028-7fff-4082-9dfc-77442f6e3ea7,False,likely,Reviewed and agreed.
4b546e62-272e-4b19-9cb9-3b1eb2ae48c4,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,f686e1a1-723c-429b-bb47-f73b16ff83b6,False,possible,
ea6428bc-dd38-43c3-a115-073f5cb722a5,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,27efeab9-bbd2-489f-82ec-048f10ad8c03,True,,
e06533e2-b838-4572-822c-3299063c0a86,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,abf296e0-0b7e-47fb-937a-3e2a05e7a27b,False,certain,Missing key symptom analysis.
f66f91a0-736f-4a3b-b5d6-3cc3d2923308,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,618fd6c1-f540-43ac-8c1d-a0a4f97da5cb,False,unlikely,
5f7571fe-f39d-497f-abab-5116f5683675,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,3756bed1-aef0-4a9a-b422-8aedcfb61675,True,,
97be0e35-6fc3-4bfe-a3ea-780989db570f,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,fd3333f7-0f26-4249-aefe-7342a0b7d5b9,True,,
b51b29eb-f73d-4928-81fc-d2adfe602c93,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,498a3e20-031a-4141-8a54-3d169a7387ee,True,,
d143ba82-668b-4f1e-9d57-fc3cc4d382f6,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,72370d4f-2bbc-47b9-991c-071e6a81dc64,False,unclassifiable,Sufficient evidence provided.
f9345a01-7836-4962-a0fd-698a46518ab5,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,f0b69dcd-b5e2-4226-b894-a8956d0a68b5,True,,
f7590879-ef71-4d9f-bcac-f89851ac3d3c,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,33446ef3-36f8-4466-9c1e-38ca24846e37,False,likely,Sufficient evidence provided.
4afee931-ec76-4d29-906d-e7222bafdbc1,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,87146ff2-3730-4a23-b274-bde296bcb9d3,True,,
c3aca419-07f3-4cd0-b633-eee025030093,a3b56be4-c9aa-48a7-a962-32f3d39e96d4,b9951ee1-fa33-4da2-a628-579bf091cc2c,False,unclassified,Sufficient evidence provided.
6c22ced5-349f-4219-bdec-d09d75b354d4,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,d1340087-115c-4223-88da-99e890496d0a,False,likely,Contradicts known patterns.
32f2f617-2c56-4835-8ad9-9f906a2e51f5,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,6a946e13-4317-41d8-86fe-a4f9906dcf84,True,,
32d4ec54-787c-464f-b97e-0a0683f8b18f,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,3e1f3e67-210b-4c06-8db3-7996b60a1a85,False,unlikely,Needs expert second opinion.
cf554b81-7c84-42e2-bc89-ec226d322fe6,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,498a3e20-031a-4141-8a54-3d169a7387ee,True,,
1021b091-8574-42a9-97be-46100022c432,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,b8ab476d-c082-4fbd-a430-e6e05fcc6be7,True,,
265d9236-1a31-4551-861a-fddc6551b447,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,4c9438ea-e49c-4f55-b9ad-eb72de4b62b7,False,unclassified,Missing key symptom analysis.
ef2736c5-895b-4876-b41a-9e8832e05dfd,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,3522234b-03f3-477a-a2e2-73f3eda7cf68,False,unclassifiable,Needs expert second opinion.
952c1b25-a6c5-404e-89a4-4a5c63193440,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,a38a16c3-7a7d-4021-aced-39f74c2204ce,True,,
3254110e-c9d2-42d9-bfb2-be203246e6b9,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,47ee406e-8976-4b89-aef4-41fc55ba45a4,True,,
94b8d2d9-faa7-4d0e-b744-b71b0c33172e,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,87146ff2-3730-4a23-b274-bde296bcb9d3,False,certain,Missing key symptom analysis.
52352411-a143-4466-b838-193fcbcaf3d6,6308d2e7-cb7c-497d-adcf-f61cd5574b8d,abf296e0-0b7e-47fb-937a-3e2a05e7a27b,True,,
